Industry_Sector,Production_Volume_tons,Energy_Source,Fuel_Consumption_GJ,Emission_Factor_kgCO2_per_GJ,Location_Region,Year,Process_Type,Efficiency_GJ_per_ton,Total_CO2_Emissions_MtCO2,Emission_Intensity_kgCO2_per_ton
Steel,39004.505067140155,Electricity,,64.21847453743383,,2019.0,Mixed Process,2.808121242789745,0.009746501360034852,249.88142634441263
Chemicals,77270.92883836737,Electricity,154606.4832776786,66.26966204941417,India-East,2022.0,Chemical Reaction,5.6397744640064875,0.010245719397460164,132.59474878180646
Oil & Gas,61627.33241052175,Electricity,212758.47145085866,62.005706864185406,India-West,2023.0,Mixed Process,4.004271926643813,0.013192239413654102,214.0647485076243
Fertilizer,58295.60128778538,Coal,134598.16705719265,,India-South,2024.0,Chemical Reaction,3.1103071743199453,0.012763295151623501,218.94096414951605
Cement,53510.36681529722,Coal,216136.51776495625,59.95202302645384,India-East,2017.0,Mixed Process,5.144745863062503,0.012957821489902205,242.15534785304263
Oil & Gas,46272.07072888326,Electricity,301285.73261681385,69.31120266103888,India-North,2018.0,Mixed Process,3.9147386161590294,0.020882476472283557,451.29764333733635
Fertilizer,68007.97487710809,Biomass,203749.20612689076,,India-West,2021.0,Combustion,3.4490085882124117,0.010294947316232442,151.37853075077794
Power,52105.39804772071,Biomass,198863.13367638268,85.98054042499923,India-Central,2021.0,Mixed Process,4.5871783799462635,0.017098359704104248,
Oil & Gas,20493.954446192714,Coal,251191.5839706122,73.085438703114,India-East,2015.0,,5.762124370794335,0.01835844711302229,895.7981809329556
Cement,33242.203074394965,Electricity,231490.1335685995,88.2496636428162,India-South,2020.0,Combustion,4.007164246391254,0.020428926424059503,614.5479100269087
Fertilizer,47212.31371710879,Biomass,131101.35274907338,85.5150190157848,India-Central,,Mixed Process,,0.011211134673332122,237.4620896681332
Fertilizer,54649.98474748332,,172685.94951514332,50.37837506355694,India-North,2019.0,Mixed Process,1.8050282182666817,0.008699637532880349,159.18828839711568
,49151.17266650156,Electricity,313637.2594111117,77.77387929973656,India-Central,2022.0,Mixed Process,2.7599444101792154,0.024392786357339966,496.28086236820553
Power,68284.56184690495,Natural Gas,,58.63925123197294,India-South,2024.0,Combustion,3.9211517116082915,0.012872881975849416,188.51818958303662
Oil & Gas,20733.472039420627,Electricity,139614.00156969376,77.11692526795133,India-North,2023.0,Chemical Reaction,2.9310751355713887,0.010766602525409714,519.2860368460783
Power,52153.8190475774,Electricity,188489.2529712767,66.20880890366425,India-South,2024.0,Chemical Reaction,3.6614505396994073,0.012479648930369689,239.28542834006285
Steel,22730.31161919268,Oil,93044.76400682062,,India-West,2024.0,Combustion,6.8136168785542,0.009537472574075874,419.59268899871864
Steel,61395.684432262526,Oil,,114.95141066214975,India-South,2017.0,Combustion,5.9773750928251355,0.010178795440396038,165.79008010939663
Oil & Gas,48583.11928336996,Natural Gas,258936.27412229695,71.32828579913078,India-Central,2015.0,Mixed Process,3.5182877553290615,,
Power,56294.14958036177,,199731.69983423562,76.48437891245729,India-West,,Mixed Process,4.665713992096378,0.01527635501095086,271.36665399205214
Cement,37041.75559115351,Electricity,231132.6130318314,40.72383206350873,India-West,2019.0,Chemical Reaction,3.2033458042938783,0.009412605717508252,254.1079807717379
Fertilizer,69191.97397486627,Biomass,269473.09469505044,50.335630707244874,India-East,2024.0,Chemical Reaction,6.374537931013505,0.013564098180108487,196.0357162961646
Fertilizer,65625.86996088277,Natural Gas,220368.43146511828,80.79301949912485,India-Central,2021.0,Chemical Reaction,4.585363204114368,0.01780423098035286,271.29897083216304
,58753.16454517831,Electricity,243986.12370664603,74.51451243582187,India-Central,2020.0,Mixed Process,5.760263132345986,0.01818050704910685,
Steel,48057.241297048386,Coal,215438.5462482039,81.31933532697903,India-North,2018.0,Mixed Process,3.5560143996349147,0.017519319384714575,364.55108349697525
Steel,58697.85927942698,Oil,277183.8851498278,63.029600399332836,India-South,2023.0,Combustion,6.421500680253757,0.01747078951812821,297.6392960935724
Fertilizer,39396.611480189764,Biomass,306406.8403641121,79.5399596693754,India-South,2018.0,Mixed Process,3.9720635823766712,0.024371587724982224,618.6214196933475
Oil & Gas,62833.33488531068,Electricity,211974.24137108537,40.0,India-Central,2017.0,Chemical Reaction,,0.008478969654843415,134.94381080233967
Power,74742.21341485882,Coal,,65.86172115526384,India-South,2019.0,Combustion,4.291790650487133,0.01379527479038378,184.5713976091758
,66059.15839968779,Oil,219209.60070379882,81.99841452370973,India-Central,2018.0,Mixed Process,3.6757510623227274,0.017974839706086987,272.10216026869546
Power,39055.96295288886,Coal,193668.48031608024,100.4485142412605,India-West,2016.0,Chemical Reaction,5.70610429327207,0.019453711103113062,498.0983602063286
,55421.259759096545,Electricity,175983.17125941865,73.24535615023395,India-South,2017.0,Mixed Process,3.7554979921040452,0.012889950055343734,232.5813254944651
Steel,30602.876843620284,Natural Gas,262900.1656568443,83.84741798901923,,2021.0,Combustion,5.145386084888158,0.02204350007921183,720.3081001780781
Chemicals,58585.85466763514,Oil,176064.21830001942,64.95951018555441,India-Central,2016.0,Mixed Process,3.6813076074635473,0.011437045381971786,195.21854630022162
Steel,56759.05119293808,Coal,172603.71334635388,81.65379663397414,India-Central,2015.0,Chemical Reaction,,0.014093748507851948,248.3083880303743
Cement,21952.754907017537,Natural Gas,253902.21525143724,67.5913279329468,India-North,2016.0,Combustion,,0.017161587893961543,781.7509905545191
Oil & Gas,32573.242341314544,Biomass,258506.57543104244,104.32051573811697,India-South,2022.0,Chemical Reaction,5.138104292548219,0.026967539270660784,827.9046644508054
Oil & Gas,45752.916548843496,Electricity,340008.2921538154,70.06697762450682,India-East,2022.0,Combustion,2.62747743277658,0.02382335339848816,520.6958418280408
Power,45487.1037928876,Electricity,273179.83105654514,72.45227061861219,India-Central,2024.0,Mixed Process,5.6075189978294295,,435.1233074186257
Steel,31857.84596871792,Oil,249621.65604984836,86.61232136558769,India-East,2016.0,Mixed Process,5.624486085878109,0.021620311093599662,678.6494954752819
Cement,55834.68094028276,Coal,258280.65372418333,82.53668241755324,India-West,2020.0,Chemical Reaction,4.134532592555803,0.021317628291030958,381.79905270401645
,53772.10413410768,Biomass,191126.98363858095,69.51848824306357,,2021.0,Mixed Process,4.271673825157427,0.013286858965010893,247.0957605057346
,47085.96302032221,Oil,233732.90221390355,81.14737999404116,India-East,2015.0,Combustion,1.5,0.018966812633061696,402.81246079379656
Power,38663.127497624555,Oil,236578.51595002622,59.17832739357266,India-West,2021.0,Mixed Process,6.663179117199714,0.014000320871176204,362.1104079600487
Power,65730.60689624846,Coal,167475.6784076238,78.39483806410239,India-East,2022.0,Mixed Process,4.113966776314703,0.013129228688441357,199.743001143516
Steel,74831.10669632442,Biomass,197063.33582340484,83.23912538457401,India-North,2023.0,Mixed Process,5.800736281933629,0.01640337971930681,219.20536049098038
Chemicals,,Coal,257143.54438192828,68.6599028086761,,2022.0,Mixed Process,3.77391883327327,0.017655450765141686,413.0260642519197
Power,40817.49624267769,Electricity,198889.4432291459,69.45118652075753,,2017.0,Mixed Process,4.503471505248674,0.013813107818717026,338.41144338183113
Cement,57368.11498117994,Natural Gas,236694.29301798544,65.55732013968733,India-East,2022.0,Mixed Process,5.127667183322388,,270.482018586588
Cement,44629.559303795206,Electricity,253807.84895631805,53.46181638759785,India-East,2017.0,Mixed Process,3.9492993266469743,0.013569028618633844,304.036804985434
Oil & Gas,47909.04199005149,,251008.60394949242,81.22814589006397,India-East,2020.0,Mixed Process,2.621766639376129,0.02038896350127066,425.57652280971325
Chemicals,61094.79727587007,Oil,303839.01810091885,67.87203824750253,India-West,2018.0,Chemical Reaction,4.3489501936945825,0.020622173457629178,337.5438560588217
Chemicals,21359.65868739061,Electricity,165123.10987241566,,,2021.0,Chemical Reaction,2.8027101288848346,0.013762445378920322,644.3195362033008
Oil & Gas,69774.53487279004,Biomass,298551.11638918606,72.26369803852307,India-Central,2022.0,Mixed Process,3.464645387662199,0.0215744077238121,309.2017419126568
Power,51090.20786494012,Electricity,228456.57716616747,84.22193560517763,India-East,2024.0,Chemical Reaction,3.743994200544063,0.019241055130668254,376.60945090560364
Chemicals,43827.602831567296,Biomass,250042.88290850594,49.29628012126511,India-Central,2020.0,Mixed Process,4.594756167851321,0.012326183998186403,281.2424865114534
Cement,48661.487686678265,Coal,241817.10318931792,57.80941015951265,India-North,2024.0,Mixed Process,3.728403883591051,0.013979304101856474,287.276545917923
Cement,49436.44032530778,Oil,238781.2211096119,62.37144906571449,India-Central,2018.0,,3.03682084272912,0.014893130770287269,301.2581543550799
Steel,24031.980448326118,Biomass,161757.73892173008,92.95581178022009,India-North,2022.0,,4.725331037532308,0.015036321933202323,625.679684016622
,72424.07341179854,Electricity,247837.1395496251,81.04672333225689,India-West,2021.0,Combustion,5.2827005976784855,0.020086388080536408,277.3440809705154
Power,50619.88448405928,Oil,113670.11489793168,71.04732931562444,,2024.0,Mixed Process,2.8363480219692745,0.00807595808649822,159.5412192029285
Oil & Gas,56645.03195671063,Oil,325715.96338625584,67.83608275289602,India-North,2022.0,Mixed Process,4.522888549148223,0.0220952950462093,390.06589427109884
Oil & Gas,64273.24655861064,Biomass,222909.17299667528,83.94152755214408,India-East,2024.0,Combustion,5.402935999050878,0.018711336486726068,291.1216950844896
Power,,Biomass,269598.23999848886,66.16289822157043,India-South,2021.0,Chemical Reaction,4.621763197387828,0.017837400913734536,514.3045755725391
Fertilizer,57102.07848552843,Natural Gas,240909.04149783045,,India-North,2017.0,Combustion,3.0474911582257773,0.02072637178267761,362.9705315880991
Steel,45985.3836365181,Natural Gas,202195.10053798056,71.78472433034692,India-Central,2017.0,Mixed Process,4.787313238046392,0.014514519553065713,315.6333253146851
Oil & Gas,62701.56162824741,Oil,167555.02610370785,94.39536192973961,India-West,,Combustion,4.499580831768424,0.01581641733220647,252.24917723709586
Chemicals,18091.58869472757,Natural Gas,156179.7659592867,60.83053893180745,India-Central,2021.0,Mixed Process,4.6823999832552525,0.009500499333546967,525.1335023062787
Steel,48513.58549638096,Electricity,246761.9908626686,73.0803843061065,India-West,2015.0,Chemical Reaction,4.545320990447865,0.01803346112438376,371.7198170341178
Chemicals,40957.69016324058,Coal,243619.52690292778,61.215913557542365,India-Central,2017.0,Chemical Reaction,2.0777210814004308,0.014913391899818993,364.11701539760475
,56483.94425951233,Oil,233506.90903237768,99.42303253938059,India-North,2015.0,Chemical Reaction,4.291775230868584,0.02321596501489627,411.0188358700981
Steel,57050.662810523034,Coal,192934.02800922358,,India-South,,Mixed Process,5.640349121665659,0.014530415062735455,254.6931857916173
,39385.61157766961,Natural Gas,224794.15490633427,59.889788592525875,India-North,2016.0,Chemical Reaction,6.224503013325895,0.013462874414175872,341.82214963519556
Steel,39317.39203735934,Biomass,174628.79609955687,61.46840736982623,India-East,2021.0,Combustion,5.6932577192646985,0.010734153977149883,273.01286837515323
Steel,48340.01947164006,Oil,159150.63935768255,82.71074878872753,India-Central,2022.0,,4.531003261925553,0.013163468551478654,272.30995550594156
Steel,,Natural Gas,183360.5140614842,47.72240520489515,India-South,2020.0,Mixed Process,5.330104201659776,0.008750404750620024,239.40675749471148
,62629.7554317819,Electricity,186000.18036465725,72.32669416499493,India-Central,2019.0,Combustion,5.151590738740692,0.01345277815986846,214.79851018293704
Steel,44461.89199328831,Oil,287852.15787094866,62.2135642538617,India-East,,Combustion,4.221509359322304,0.017908308719317003,402.7788273612003
Chemicals,6395.176710175379,Oil,118098.19712577127,72.60533159572368,India-East,2018.0,Combustion,,0.008574558763173765,1340.7852748667235
Cement,44377.66915067291,Biomass,198018.1454607957,76.51869148235963,India-East,2023.0,Combustion,3.7239803967705423,0.015152089380423638,341.43499806126886
Power,34421.84268734042,Oil,,73.523276009474,India-North,2022.0,,4.370774681407809,0.01749418585981121,508.22920837544757
Steel,25530.86276808582,Biomass,319132.07047006284,,India-North,2019.0,Chemical Reaction,5.582567061122992,0.02266084358441019,887.5862829334848
Oil & Gas,31438.600426661415,Natural Gas,163553.9464352873,,India-South,,Combustion,3.3998159299174304,0.012672771261464474,403.0959104247328
Steel,51641.12707749455,Electricity,,101.24855958437486,India-East,2022.0,Chemical Reaction,2.897029309139926,0.01347060828847218,260.8503929098545
Oil & Gas,69929.61242372348,Electricity,243379.91948230547,,India-North,2022.0,Chemical Reaction,3.335617247969019,0.022904068140732616,327.53031722741906
Chemicals,54697.7671079747,,209891.48062835785,69.93424616373038,India-West,2021.0,Chemical Reaction,5.032996449407516,0.014678602473933424,
Oil & Gas,,Oil,186752.11501200328,,India-West,2021.0,Chemical Reaction,7.180240950520275,0.01603738326688576,392.08858123822
Power,56838.56292756054,Natural Gas,226257.67362788785,85.14017446150754,India-North,2022.0,Mixed Process,5.937372163356975,0.019263617805933206,338.91810091124665
Cement,43113.64534671512,Biomass,251710.6524235999,69.31395441624653,India-South,2015.0,Combustion,5.439314841821506,0.017447060688173078,404.6760729199715
Oil & Gas,39580.99446255283,Electricity,244222.398178326,74.52347361595082,India-Central,2017.0,Combustion,6.379171530416914,0.018200301447066712,459.8242589454348
Oil & Gas,32684.559976505236,Biomass,218103.59985323754,83.0627413742489,India-East,,Chemical Reaction,4.847296662282063,0.01811628290740214,
Cement,23722.567898724214,Natural Gas,279008.3283370518,64.0448814873804,India-North,2020.0,Combustion,3.7585974996671605,0.0178690553223386,753.2513089908613
Power,44151.14440160832,Electricity,211843.71411585665,71.39105341829917,India-South,2024.0,Chemical Reaction,4.426366473988301,0.01512374591077602,342.544822240782
Steel,52370.802348801975,Electricity,202587.25309823893,72.03479260912084,India-Central,2024.0,Mixed Process,4.178958529346347,,278.65394662063926
Oil & Gas,48550.64494977665,Coal,242833.5021255877,70.95480057413218,,2023.0,,3.3442902102176606,0.017230202716039176,354.89132500429207
Cement,43760.49608078962,,124368.2226233641,70.36448961443108,,2018.0,,4.249977057858648,0.008751106509146955,199.9773149964037
,35813.80908954828,Natural Gas,236945.317378707,81.63275432104032,India-West,2020.0,Combustion,2.6281133181744747,0.019342498881096914,540.0849385423717
Cement,59123.69287527453,Coal,181806.86409352647,75.39734626917863,India-Central,2023.0,Chemical Reaction,4.112855661547226,0.013707755086173114,231.8487634913225
Chemicals,30243.021200801224,Biomass,120200.87654371912,84.59004906365135,India-West,2023.0,,4.382719905799129,0.0101677980443271,336.20311862419766
Power,,Coal,225511.06879769696,112.80191415030703,India-East,2020.0,Mixed Process,4.292482995025813,0.025438080222461794,412.6850653482643
Steel,34966.74471609913,Natural Gas,172503.64956237256,66.97458575657714,India-North,2019.0,Combustion,6.519468904246871,0.011553360470937652,330.4099527920407
Cement,38713.47143970447,Biomass,103130.94268220304,78.26532456277377,India-West,2017.0,,4.7403821245235775,,208.4952963739966
,27998.222140764843,Electricity,147731.6030550352,82.6287155145118,,2019.0,Mixed Process,6.617589580755592,0.012206872601337286,435.98741877129146
Oil & Gas,42478.96779671545,Coal,301379.07903222274,91.37904722055214,India-Central,2017.0,Chemical Reaction,2.853099930420104,0.027539733094171997,648.3145547689466
Power,64629.68687716968,Biomass,166598.27186754352,81.51682635572158,India-South,2019.0,Chemical Reaction,5.5516305638519645,0.01358056239898984,210.12885958739108
Cement,57734.42132665934,Biomass,219378.10310431186,58.607238466869205,India-West,2024.0,,4.756767508817745,0.012857144803043823,222.6946162723022
Oil & Gas,,Biomass,134952.28594137213,65.06373236235717,India-South,2024.0,Mixed Process,4.38305406278314,0.008780499414177733,135.76062813154033
,57832.13818900904,,326055.71583510615,77.19683930501927,India-Central,2015.0,Chemical Reaction,2.9092387478527213,0.025170470699805714,435.23327146478124
Chemicals,33444.952572044465,Electricity,204160.2085083493,64.63711842243855,India-North,2020.0,,4.908291251907462,0.01319632757450392,
Cement,45038.16163508664,Biomass,,52.853567077979505,India-South,2021.0,Mixed Process,7.2291369537170365,,186.54030640514023
Fertilizer,38297.01306323806,Coal,253105.65919270169,62.904230343889324,India-East,2016.0,Mixed Process,5.028755090778775,0.015921416687199656,415.7352078844731
,69958.6235605856,Natural Gas,323011.9635230008,62.98555574675926,,2017.0,Combustion,4.444541892256802,0.020345088035348135,290.8160138074882
Cement,,Coal,175504.4389560012,59.85944222731008,India-Central,2024.0,Mixed Process,4.678416554970229,0.010505597824323223,327.80647771150205
Fertilizer,63405.465340836665,Coal,157757.31418937136,112.90128091204154,India-East,2023.0,,5.2075705054874195,0.01781100284522341,280.9064289565608
Power,63394.30805163154,Coal,337709.640323211,79.72943146371286,India-West,2022.0,Combustion,6.375134110002166,0.02692539762278457,424.7289457100022
Cement,77444.3030257413,Biomass,,76.73353335266475,India-East,2018.0,Combustion,4.056336802767088,0.01478189548478487,190.87130889242547
Fertilizer,43854.70111055754,,185803.85577301815,88.79258838066586,India-West,2022.0,Chemical Reaction,4.7219696503982345,0.016498005285194208,376.1969610419371
Oil & Gas,60684.83239370243,Natural Gas,71337.19097566158,101.97433811447524,India-North,2022.0,Mixed Process,4.5057935777656315,0.0072745628326890055,119.87448174024986
Chemicals,84224.77754808264,Biomass,197980.17535145243,80.80006702932042,India-West,2020.0,Mixed Process,3.9532635835552483,0.015996811438873968,189.92999334123064
Chemicals,40735.37484599455,Natural Gas,118643.24972725248,90.26327607248435,India-North,2015.0,Combustion,4.735408263511437,0.010709128404267692,262.89504993522127
Cement,26974.396287014606,Oil,166394.41297110944,67.46970762092315,India-North,2016.0,Combustion,6.336769627136071,0.011226582392915895,416.194018708042
Power,21799.849491383546,Coal,79141.90197055278,61.40537793742993,India-East,2018.0,Chemical Reaction,3.7175633848692122,0.004859738401188824,222.92531896193367
Power,,Biomass,274108.9097222437,,India-North,2018.0,Combustion,,,400.3315826996314
Oil & Gas,21752.74687912124,Biomass,,88.35043480434635,,2016.0,Combustion,4.983031777042783,0.009895545100318514,454.9101387198356
Cement,,Coal,,86.9430659592777,India-South,2023.0,Combustion,4.488226090077363,0.0072645245239691125,163.55937157675615
Chemicals,56559.69780558441,Electricity,145506.96826894028,76.8837717114725,India-Central,2016.0,Combustion,5.016471473116531,0.011187124530817678,197.7932161036603
,52777.63305244871,Electricity,274840.187984158,,India-Central,2020.0,Chemical Reaction,4.964091634429577,0.017399278743681395,329.6714486303421
Cement,56381.67296276258,Natural Gas,173300.41402794726,67.79163434532016,India-West,2019.0,Mixed Process,3.402795687992825,0.011748318299675195,208.37122565402416
Power,53334.347837012814,Coal,181324.47110266567,92.32607510865834,India-South,,Mixed Process,4.427859229855531,0.01674097673806246,313.88734309121156
Fertilizer,69182.9871997009,Coal,228706.93162575772,66.13705802204865,India-North,2020.0,Mixed Process,4.481712095581384,0.015126003606977452,218.63761914927613
Power,35715.25428891805,Oil,190900.5103030578,77.79379013042646,,2018.0,Mixed Process,,0.014850874234307391,415.813201669277
Chemicals,39845.07292312203,Electricity,274277.52927249006,63.43657286257897,India-North,2023.0,Mixed Process,4.570746456149116,0.017399226470262454,
Steel,38410.10832093764,Electricity,185622.18994216356,72.13229981525477,India-East,2024.0,Combustion,4.466903484488146,0.01338935545727231,348.5893698970297
Oil & Gas,62452.87717793915,Coal,186605.1053060977,,India-South,2021.0,Mixed Process,6.927963499180308,0.01097086094168839,175.66622127641116
Oil & Gas,63505.97882592595,Natural Gas,335851.59702985396,73.88097476985186,India-Central,2017.0,Combustion,3.5104238291546697,0.024813043366577095,390.71980032921425
Chemicals,56768.379789777624,Coal,203309.92395223724,67.8369346704582,India-West,2024.0,Mixed Process,5.700419467082671,0.013791922029003744,242.95077788158537
Power,67752.40500334892,Natural Gas,213834.2385059888,49.40177150944511,India-Central,2018.0,Mixed Process,5.067959271314838,0.010563790191569047,155.91756766489533
Cement,32329.38698935429,Electricity,187374.4563464461,84.82243756858855,India-North,2015.0,Combustion,5.739570069703876,0.015893558125394645,491.61334641539037
Power,75008.36167326706,Oil,54305.93112277423,84.13972188487124,India-North,2020.0,Mixed Process,3.5385239648715423,0.004569285941369196,60.917020975245315
Chemicals,72848.57932568388,Biomass,252372.22069633947,75.84196359919719,India-East,2016.0,Combustion,2.2408435995334317,0.019140404775500337,262.74232047723814
Oil & Gas,61034.3299586862,Electricity,,58.13754869441475,India-North,2018.0,,,0.017419867214015526,285.41096831581405
Power,76726.9836315659,Natural Gas,275342.919016449,58.34493107045246,India-North,2019.0,Chemical Reaction,5.42471538045927,0.01606486363075189,209.3769736588826
Oil & Gas,25150.651884833394,Coal,166515.10374116796,109.95861440294743,India-Central,2022.0,Chemical Reaction,4.114176494108181,0.018309770084541876,728.0037976106386
Cement,42133.27795606022,Electricity,189607.56657073624,40.0,India-Central,2017.0,Mixed Process,4.323091507271223,0.0075843026628294495,180.0074200431055
Oil & Gas,38970.44808977072,Oil,220951.23367128306,58.64059503732291,India-West,2020.0,,6.8705253797926416,,332.4753101855044
Oil & Gas,60822.18985636015,Natural Gas,218836.1206979211,107.24384637066784,India-West,2015.0,Mixed Process,3.626996480506722,0.023468827308480777,385.85962399422965
Steel,34247.88890596782,Coal,240858.1854167314,111.93931708278387,,2023.0,Mixed Process,5.61050161437411,0.026961500789347448,787.2456274129443
Steel,61362.42724006229,Biomass,212183.6812937809,100.48705682251398,India-South,2015.0,Combustion,,0.021321713638978355,347.47180967212194
,70558.04215995071,Natural Gas,178320.32879817422,82.97772445996672,India-West,2016.0,Chemical Reaction,5.880194841911438,0.014796615108625568,209.70841389111334
,60428.04350125999,Coal,,65.45376105669061,India-North,2015.0,,4.416226261040787,0.013628568520070501,225.53383711300086
Oil & Gas,54256.265354922514,,259927.11489748507,49.76037128992052,India-Central,2022.0,Chemical Reaction,5.086000612533788,0.012934069745616688,238.38850059080258
Chemicals,35181.89988648876,Coal,374976.70784883073,,India-East,2018.0,Chemical Reaction,3.7289469889373383,0.030407704667593807,864.2996758475674
Oil & Gas,37297.23550811953,,170063.52611052943,63.55423305665294,India-Central,2016.0,Combustion,4.613015884372568,0.01080825697286477,289.78708007760616
Chemicals,,Biomass,213572.2737394442,96.77433366589857,India-Central,2021.0,Combustion,4.702509237535482,0.0206683144806456,300.6550276541694
Chemicals,61690.23505857999,Biomass,178203.12630329237,47.19757863939121,India-East,2022.0,Combustion,2.803658503892663,0.008410756067485007,136.3385316897933
Steel,49414.70720933684,Coal,218453.09662190403,78.00637990483492,India-Central,2023.0,Chemical Reaction,3.9080288412380857,0.01704073524647585,344.851486709933
Power,43731.356813511644,Biomass,258539.15832728634,88.93116714866258,India-West,2019.0,Combustion,,0.02299218910367844,525.7597929496338
Cement,19612.881903329348,,187512.57585738244,90.18991693050171,India-Central,2017.0,Mixed Process,3.5954826331849996,0.01691174364000172,862.2773401358676
Steel,33937.213719733416,Oil,77238.05986895603,87.5044438956063,India-East,2015.0,Combustion,,0.0067586734764085435,199.1522796250827
Steel,78671.28630709586,Oil,261714.4234010519,80.1069188546939,,,Chemical Reaction,4.27784549024807,0.020965136078491067,266.4903176573597
Power,30793.166434962997,Biomass,207825.1464505587,,India-North,2020.0,Chemical Reaction,5.213230122951097,0.015985038564448505,519.1099329849646
Cement,52842.19731831621,Oil,,88.61962883429379,India-North,2019.0,Combustion,4.2978312182649585,0.01590528068745359,300.99582331222416
Oil & Gas,65111.65959792798,Oil,166082.7484631608,80.1092049544717,India-East,2021.0,Combustion,7.357052910034963,0.013304756936037318,204.33754903800227
Fertilizer,31176.159979965614,Biomass,218672.288746692,80.59248608753035,India-East,2019.0,Chemical Reaction,2.136705852613355,0.017623343388546195,565.2826839441191
Fertilizer,52770.65712171625,,,75.51564719491849,,2018.0,,3.5483739894179664,0.011950171121549608,226.45484770042515
Oil & Gas,64068.73306265983,Natural Gas,165259.57760828472,69.22343952956098,India-East,2019.0,Combustion,5.3137127790417775,0.011439836377247888,
Steel,50187.489828608755,Electricity,125082.88180374946,54.7509167577705,India-North,2021.0,Mixed Process,4.722723161709018,0.006848402449459133,136.45636537803662
Cement,93026.04583500153,Coal,159058.21278852486,57.33873798853023,India-East,2020.0,Mixed Process,5.023566624571331,0.009120197188005113,98.03917930878659
Steel,24971.01111682707,Biomass,,69.25195147743243,India-South,2024.0,Mixed Process,1.5,0.016471703080439683,659.6330041813962
Chemicals,65880.92794825818,Biomass,117129.79646237372,73.19245604240608,India-Central,,Chemical Reaction,4.281506500982885,0.008573017478828259,130.12897276676748
Steel,47407.97393905304,,269124.0405999214,60.48465898808083,India-West,2023.0,Mixed Process,4.507426140849361,0.01627787582118067,343.35733988774246
Steel,61578.802322550124,Natural Gas,129262.8048295974,59.36396595980874,India-North,2024.0,Mixed Process,5.2300864154862365,0.007673552745773621,124.61354323813424
Oil & Gas,56619.607275488685,Oil,208996.1488285405,69.53087592153369,India-North,2016.0,Combustion,4.926686144731629,0.014531685292275637,256.65464653561065
Oil & Gas,39002.65704335005,Biomass,229096.92845608637,88.53087370189057,India-South,2021.0,Combustion,4.515649228652919,0.020282151238636845,
,53434.945886890106,Biomass,249478.51721598272,43.198167055626364,India-West,2015.0,Mixed Process,4.377531866783693,0.01077701466348598,201.68476798495357
Fertilizer,,Oil,249493.5157089701,60.92506193944876,India-Central,2022.0,Chemical Reaction,2.988519168402205,0.015200407898059836,686.8229831175182
Chemicals,59048.712508570905,Biomass,194958.38858145877,,India-West,2018.0,Mixed Process,4.914033783882676,0.015094444587743073,255.6269890821433
Oil & Gas,54472.37698985788,Electricity,189706.90165710292,94.30037774675424,India-West,2022.0,Combustion,4.352370913996552,0.01788943248743116,328.4129218514177
Cement,59579.90252964653,Coal,235792.05988950407,107.41246542472736,India-North,2022.0,Combustion,3.9818147761180613,0.0253270064803066,425.09311705745176
Fertilizer,65871.77487630726,Coal,216681.6382003658,69.86726463078185,India-East,2018.0,Combustion,4.484251153486937,0.015138953356776286,229.82458549513686
Power,55514.297603145664,Coal,179250.71461573732,69.64843404693136,India-Central,2018.0,Mixed Process,4.068293867584475,0.012484531574779495,224.88858030822084
Cement,52221.34129697414,,222258.35350811694,72.93455686954059,India-West,2019.0,Chemical Reaction,2.763460078894867,0.01621031452366821,310.41551444423516
Cement,36783.974950080614,Biomass,189972.32890604017,,India-South,2021.0,Mixed Process,5.2882936540730485,0.014895095314259154,404.9343589014844
Oil & Gas,39316.68854526424,Oil,163967.8754803343,74.32649805834933,India-North,2020.0,Combustion,6.74621492768407,0.012187157978520732,
Power,67801.01930265996,Natural Gas,177299.56877288021,76.74832929425588,,,Combustion,4.832695303746955,0.013607445687910577,200.69677163948967
Power,71545.03108558968,Biomass,229185.12991095686,54.95464615093965,India-East,2020.0,Combustion,4.8544496756888345,0.01259478771731377,176.04000621995064
Fertilizer,46428.34345531919,Electricity,144314.7430963235,50.07012447812501,India-North,2017.0,Combustion,6.299475489606412,0.00722585715086155,155.63461052224338
Power,50690.04120879911,Electricity,266380.1416088599,85.7296530008459,India-West,,Mixed Process,6.783803028693892,0.022836677106443753,450.5160493434282
Chemicals,36430.78437509351,Coal,166563.5848181678,72.1082774928738,India-North,2017.0,Mixed Process,4.289105769281725,0.012010613194276263,329.68307985395757
Oil & Gas,67591.35267901167,Biomass,64406.469565641455,87.50265409926872,India-East,,Chemical Reaction,3.633341404347616,0.005635737028157403,83.37955677438899
Power,,Coal,233152.53902388294,78.35663965715221,India-East,,,5.023760190638352,0.018269049485444517,304.579327173833
Fertilizer,79118.26154695623,Natural Gas,37912.37679114696,53.504321683457945,India-South,2024.0,Mixed Process,4.689020442113821,0.002028476003617992,25.63853102882074
Chemicals,36825.15384230392,Coal,139284.8561733592,98.29834594314131,India-South,2022.0,Mixed Process,5.659442657780479,0.013691470976769546,
Steel,44329.881514726745,Natural Gas,345347.38537527435,75.47036262691273,India-East,2023.0,Combustion,4.504479905172399,0.026063492406528135,
Steel,53471.68883788359,Electricity,263599.58716423897,63.791284619877686,India-South,2023.0,Mixed Process,4.592099052361308,0.016815356290476226,314.4721376101907
